,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
383, A Class,2019,20990,Semi-Auto,2900,Petrol,145,53.3,1.3
384, A Class,2016,16120,Manual,22125,Diesel,20,68.9,1.5
385, A Class,2017,19495,Semi-Auto,23645,Petrol,125,52.3,1.6
386, A Class,2019,24495,Semi-Auto,10783,Petrol,150,53.3,1.3
387, A Class,2017,12920,Manual,41258,Diesel,20,72.4,1.5
388, A Class,2019,19980,Manual,11249,Petrol,150,28.5,1.3
389, A Class,2017,17995,Semi-Auto,26647,Diesel,145,67.3,2.1
390, A Class,2014,10610,Automatic,41174,Petrol,125,52.3,1.6
391, A Class,2019,25495,Semi-Auto,7908,Petrol,145,53.3,1.3
392, A Class,2018,22495,Semi-Auto,10856,Petrol,145,53.3,1.3
393, A Class,2020,29995,Semi-Auto,5000,Diesel,145,56.5,2.0
394, A Class,2020,26995,Manual,5000,Petrol,145,47.1,1.3
395, A Class,2019,23480,Automatic,5200,Diesel,145,62.8,1.5
396, A Class,2019,18760,Automatic,16060,Diesel,145,68.9,1.5
397, A Class,2017,17420,Manual,8168,Petrol,145,51.4,1.6
398, A Class,2014,20965,Semi-Auto,23776,Petrol,200,40.9,2.0
399, A Class,2014,10500,Manual,81000,Diesel,20,72.4,1.5
400, A Class,2013,21495,Semi-Auto,14700,Petrol,200,40.9,2.0
401, A Class,2017,18961,Semi-Auto,10351,Diesel,150,68.9,2.1
402, A Class,2019,24995,Semi-Auto,10846,Petrol,150,28.5,2.0
403, A Class,2019,25495,Semi-Auto,7196,Petrol,150,53.3,1.3
404, A Class,2018,18490,Automatic,8245,Diesel,145,65.7,1.5
405, A Class,2016,16260,Semi-Auto,23216,Diesel,20,74.3,1.5
406, A Class,2017,15122,Manual,15036,Petrol,125,51.4,1.6
407, A Class,2017,31342,Semi-Auto,9872,Petrol,145,40.9,2.0
408, A Class,2019,20596,Automatic,7655,Petrol,145,53.3,1.3
409, A Class,2018,22022,Semi-Auto,3512,Petrol,145,53.3,1.3
410, A Class,2019,22702,Semi-Auto,11615,Diesel,145,67.3,1.5
411, A Class,2019,20096,Automatic,7032,Diesel,145,68.9,1.5
412, A Class,2019,27495,Semi-Auto,3719,Petrol,145,47.1,1.3
413, A Class,2018,78995,Semi-Auto,8420,Petrol,145,30.1,4.0
414, A Class,2016,17102,Semi-Auto,19843,Diesel,20,68.9,2.1
415, A Class,2017,17891,Semi-Auto,21844,Diesel,150,68.9,2.1
416, A Class,2017,16722,Manual,23644,Petrol,145,49.6,1.6
417, A Class,2019,39995,Semi-Auto,3618,Petrol,145,36.7,2.0
418, A Class,2018,24995,Semi-Auto,5250,Petrol,145,53.3,1.3
419, A Class,2016,13891,Semi-Auto,36046,Petrol,125,53.3,1.6
420, A Class,2019,21400,Manual,5153,Petrol,145,28.5,1.3
421, A Class,2019,28490,Automatic,3826,Petrol,145,53.3,1.3
422, A Class,2019,36990,Automatic,4500,Petrol,145,36.7,2.0
423, A Class,2017,16770,Semi-Auto,9321,Petrol,145,53.3,1.6
424, A Class,2013,12490,Semi-Auto,43507,Diesel,30,64.2,2.1
425, A Class,2015,11623,Automatic,61884,Diesel,20,68.9,2.1
426, A Class,2016,18391,Semi-Auto,16000,Diesel,20,68.9,2.1
427, A Class,2016,14555,Manual,31865,Diesel,20,68.9,1.5
428, A Class,2016,16585,Semi-Auto,23216,Diesel,20,74.3,1.5
429, A Class,2017,17712,Semi-Auto,28663,Petrol,125,52.3,1.6
430, A Class,2019,21480,Automatic,150,Diesel,145,56.5,2.0
431, A Class,2015,13022,Semi-Auto,32230,Diesel,20,68.9,1.5
432, A Class,2015,12498,Manual,27680,Diesel,30,64.2,2.1
433, A Class,2014,12468,Semi-Auto,33211,Diesel,30,65.7,1.8
434, A Class,2014,10991,Manual,53828,Diesel,20,70.6,1.5
435, A Class,2017,16490,Semi-Auto,41445,Diesel,20,74.3,1.5
436, A Class,2018,18750,Semi-Auto,8759,Petrol,145,52.3,1.6
437, A Class,2018,30881,Semi-Auto,9840,Petrol,145,40.9,2.0
438, A Class,2017,15943,Semi-Auto,19130,Diesel,145,70.6,2.1
439, A Class,2017,16015,Manual,25428,Petrol,145,51.4,1.6
440, A Class,2018,19491,Semi-Auto,4265,Diesel,145,65.7,1.5
441, A Class,2020,23970,Semi-Auto,1500,Diesel,145,65.7,1.5
442, A Class,2018,18691,Semi-Auto,12043,Diesel,145,65.7,1.5
443, A Class,2017,15695,Manual,24866,Petrol,150,49.6,1.6
444, A Class,2019,20080,Semi-Auto,12291,Petrol,145,53.3,1.3
445, A Class,2019,19592,Manual,11245,Petrol,145,28.5,1.3
446, A Class,2018,19470,Semi-Auto,8970,Petrol,145,53.3,1.3
447, A Class,2017,15490,Manual,40014,Diesel,30,62.8,2.1
448, A Class,2018,28350,Semi-Auto,29724,Petrol,145,40.9,2.0
449, A Class,2016,13995,Semi-Auto,64168,Diesel,20,67.3,2.1
450, A Class,2016,14541,Manual,17474,Diesel,20,72.4,1.5
451, A Class,2018,18551,Semi-Auto,14444,Diesel,145,65.7,1.5
452, A Class,2018,17689,Automatic,11791,Diesel,145,68.9,2.1
453, A Class,2013,12362,Automatic,45166,Diesel,30,64.2,2.1
454, A Class,2016,13480,Manual,58150,Diesel,30,62.8,2.1
455, A Class,2020,25980,Manual,385,Petrol,145,44.1,1.3
456, A Class,2020,25980,Manual,347,Petrol,145,47.1,1.3
457, A Class,2020,22480,Manual,526,Petrol,145,45.6,1.3
458, A Class,2018,18590,Automatic,8297,Diesel,145,68.9,1.5
459, A Class,2018,19403,Automatic,8657,Diesel,145,67.3,1.5
460, A Class,2019,26999,Automatic,4105,Diesel,145,56.5,2.0
461, A Class,2013,10664,Semi-Auto,43292,Diesel,30,65.7,1.8
462, A Class,2020,24480,Manual,16,Petrol,145,28.5,1.3
463, A Class,2017,19480,Semi-Auto,22000,Diesel,145,68.9,2.1
464, A Class,2020,25980,Manual,385,Petrol,145,47.1,1.3
465, A Class,2016,21498,Semi-Auto,14913,Petrol,205,42.8,2.0
466, A Class,2017,18000,Semi-Auto,10227,Diesel,20,67.3,2.1
467, A Class,2017,15000,Manual,27842,Diesel,150,68.9,1.5
468, A Class,2016,14740,Manual,37600,Diesel,30,62.8,2.1
469, A Class,2018,19385,Automatic,9122,Diesel,145,65.7,1.5
470, A Class,2014,9480,Manual,67569,Diesel,20,72.4,1.5
471, A Class,2019,20480,Semi-Auto,3551,Petrol,145,28.5,1.3
472, A Class,2017,15178,Semi-Auto,21470,Diesel,20,74.3,1.5
473, A Class,2016,17624,Automatic,16479,Diesel,20,68.9,2.1
474, A Class,2016,13290,Manual,36892,Diesel,20,72.4,1.5
475, A Class,2016,15740,Manual,25036,Diesel,30,62.8,2.1
476, A Class,2020,26480,Semi-Auto,3000,Petrol,145,47.9,1.3
477, A Class,2017,14485,Manual,15993,Petrol,145,52.3,1.6
478, A Class,2014,11915,Manual,12522,Diesel,0,78.5,1.5
479, A Class,2017,12563,Manual,43043,Diesel,145,80.7,1.5
480, A Class,2017,16065,Semi-Auto,12272,Diesel,145,74.3,1.5
481, A Class,2017,15896,Automatic,11072,Diesel,145,74.3,1.5
482, A Class,2017,15281,Manual,13943,Petrol,145,51.4,1.6
483, A Class,2017,16633,Automatic,23979,Diesel,145,68.9,2.1
484, A Class,2018,17938,Semi-Auto,13994,Diesel,145,68.9,1.5
485, A Class,2018,16492,Manual,21232,Diesel,145,68.9,1.5
486, A Class,2018,16780,Manual,14675,Diesel,145,68.9,1.5
487, A Class,2018,16396,Manual,16321,Petrol,145,51.4,1.6
488, A Class,2017,16868,Semi-Auto,18254,Diesel,150,74.3,1.5
489, A Class,2013,11480,Semi-Auto,19640,Diesel,30,65.7,1.8
490, A Class,2019,18381,Semi-Auto,15228,Diesel,145,65.7,1.5
491, A Class,2019,18429,Semi-Auto,12010,Diesel,145,68.9,1.5
492, A Class,2019,17895,Automatic,14757,Diesel,145,68.9,1.5
493, A Class,2018,17894,Semi-Auto,11578,Diesel,145,68.9,1.5
494, A Class,2018,17702,Automatic,15905,Diesel,145,68.9,1.5
495, A Class,2019,18490,Semi-Auto,14146,Diesel,145,65.7,1.5
496, A Class,2019,17702,Automatic,17843,Diesel,145,68.9,1.5
497, A Class,2019,17728,Automatic,15025,Diesel,145,65.7,1.5
498, A Class,2013,10980,Semi-Auto,33876,Diesel,30,65.7,1.8
499, A Class,2019,22980,Semi-Auto,11464,Diesel,145,67.3,1.5
500, A Class,2019,19980,Semi-Auto,14976,Diesel,145,65.7,1.5
501, A Class,2019,22980,Semi-Auto,13854,Diesel,145,67.3,1.5
502, A Class,2018,18500,Semi-Auto,13402,Diesel,145,68.9,2.1
503, A Class,2017,16998,Manual,17196,Diesel,145,62.8,2.1
504, A Class,2018,16898,Semi-Auto,16787,Petrol,150,52.3,1.6
505, A Class,2016,15498,Semi-Auto,63402,Diesel,20,68.9,2.1
506, A Class,2020,24298,Semi-Auto,590,Petrol,150,53.3,1.3
507, A Class,2018,17980,Semi-Auto,15135,Diesel,145,68.9,2.1
508, A Class,2016,18362,Semi-Auto,19000,Diesel,20,74.3,1.5
509, A Class,2014,10532,Manual,40207,Petrol,125,51.4,1.6
510, A Class,2017,17880,Semi-Auto,7615,Diesel,145,68.9,2.1
511, A Class,2019,22998,Semi-Auto,4459,Petrol,150,53.3,1.3
512, A Class,2013,9480,Manual,74114,Diesel,20,72.4,1.5
513, A Class,2018,18411,Semi-Auto,12158,Diesel,145,65.7,1.5
514, A Class,2017,18740,Semi-Auto,8461,Petrol,125,52.3,1.6
515, A Class,2018,16495,Manual,12089,Diesel,145,68.9,1.5
516, A Class,2016,18490,Semi-Auto,29474,Petrol,165,45.6,2.0
517, A Class,2018,16047,Automatic,20495,Petrol,145,52.3,1.6
518, A Class,2013,9691,Manual,57530,Petrol,145,49.6,1.6
519, A Class,2017,16722,Manual,18894,Petrol,145,51.4,1.6
520, A Class,2020,30231,Semi-Auto,4000,Hybrid,140,1.1,1.3
521, A Class,2020,42990,Semi-Auto,4001,Petrol,150,32.8,2.0
522, A Class,2015,11632,Manual,37883,Diesel,20,70.6,1.5
523, A Class,2019,22980,Semi-Auto,10562,Diesel,145,67.3,1.5
524, A Class,2017,14980,Manual,36040,Diesel,20,68.9,1.5
525, A Class,2013,10662,Manual,40104,Petrol,145,49.6,1.6
526, A Class,2017,16862,Manual,21047,Petrol,145,49.6,1.6
527, A Class,2016,19671,Semi-Auto,17062,Petrol,160,45.6,2.0
528, A Class,2016,14480,Manual,21547,Diesel,20,72.4,1.5
529, A Class,2015,11995,Manual,51087,Diesel,30,64.2,2.1
530, A Class,2015,17498,Semi-Auto,14221,Diesel,125,58.9,2.1
531, A Class,2020,30231,Semi-Auto,4000,Hybrid,140,1.1,1.3
532, A Class,2017,15781,Manual,17743,Diesel,145,72.4,1.5
533, A Class,2017,16781,Manual,27781,Petrol,145,49.6,1.6
534, A Class,2017,31352,Semi-Auto,14268,Petrol,145,40.9,2.0
535, A Class,2018,17092,Semi-Auto,27272,Diesel,145,65.7,1.5
536, A Class,2017,15981,Semi-Auto,15000,Diesel,150,76.4,1.5
537, A Class,2019,20776,Semi-Auto,6722,Diesel,150,65.7,1.5
538, A Class,2019,19546,Automatic,11661,Diesel,145,68.9,1.5
539, A Class,2017,13981,Semi-Auto,46257,Petrol,145,53.3,1.6
540, A Class,2020,37981,Semi-Auto,4004,Petrol,145,35.3,2.0
541, A Class,2020,26981,Semi-Auto,1500,Petrol,145,53.3,1.3
542, A Class,2019,21990,Automatic,120,Diesel,145,56.5,2.0
543, A Class,2019,30481,Automatic,9485,Petrol,145,40.9,2.0
544, A Class,2018,21282,Semi-Auto,11923,Petrol,145,53.3,1.3
545, A Class,2019,28681,Automatic,5977,Petrol,145,53.3,1.3
546, A Class,2019,123846,Semi-Auto,2951,Petrol,145,22.1,4.0
547, A Class,2016,14162,Automatic,30792,Diesel,20,74.3,1.5
548, A Class,2019,30581,Automatic,3209,Petrol,145,47.9,1.3
549, A Class,2019,125796,Automatic,637,Petrol,145,24.8,4.0
550, A Class,2015,13822,Automatic,27467,Diesel,20,74.3,1.5
551, A Class,2020,26981,Semi-Auto,4000,Diesel,145,56.5,2.0
552, A Class,2017,14812,Manual,20874,Diesel,145,72.4,1.5
553, A Class,2015,14092,Semi-Auto,47275,Diesel,20,64.2,2.1
554, A Class,2017,17100,Manual,15046,Petrol,145,51.4,1.6
555, A Class,2016,15572,Semi-Auto,45902,Petrol,125,52.3,1.6
556, A Class,2013,10190,Manual,32457,Petrol,125,51.4,1.6
557, A Class,2017,15981,Semi-Auto,17210,Diesel,150,74.3,1.5
558, A Class,2017,32981,Semi-Auto,25600,Petrol,150,40.9,2.0
559, A Class,2016,15502,Manual,20250,Diesel,20,68.9,1.5
560, A Class,2018,18600,Automatic,14826,Petrol,145,28.5,1.3
561, A Class,2017,17548,Semi-Auto,19741,Diesel,145,74.3,1.5
562, A Class,2019,22250,Semi-Auto,8338,Diesel,145,67.3,1.5
563, A Class,2019,19424,Manual,8276,Petrol,145,28.5,1.3
564, A Class,2019,18900,Semi-Auto,8925,Diesel,145,68.9,1.5
565, A Class,2019,18990,Semi-Auto,7679,Diesel,145,68.9,1.5
566, A Class,2016,15703,Semi-Auto,51841,Diesel,20,68.9,2.1
567, A Class,2019,19998,Semi-Auto,5355,Petrol,145,53.3,1.3
568, A Class,2016,14480,Manual,24089,Diesel,20,72.4,1.5
569, A Class,2019,21980,Manual,16,Petrol,145,28.5,1.3
570, A Class,2020,49980,Semi-Auto,16,Petrol,145,32.8,2.0
571, A Class,2013,11878,Semi-Auto,25151,Petrol,145,50.4,1.6
572, A Class,2017,17891,Semi-Auto,19850,Petrol,145,52.3,1.6
573, A Class,2016,14500,Manual,20960,Diesel,20,72.4,1.5
574, A Class,2020,21480,Manual,1385,Petrol,145,47.1,1.3
575, A Class,2019,20398,Automatic,8901,Diesel,145,56.5,2.0
576, A Class,2015,15980,Semi-Auto,3587,Diesel,20,74.3,1.5
577, A Class,2018,18750,Semi-Auto,21715,Diesel,145,65.7,1.5
578, A Class,2019,22980,Semi-Auto,8899,Diesel,145,67.3,1.5
579, A Class,2019,22980,Semi-Auto,7148,Diesel,145,67.3,1.5
580, A Class,2019,19250,Semi-Auto,15016,Diesel,145,68.9,1.5
581, A Class,2016,18290,Semi-Auto,30998,Petrol,160,45.6,2.0
582, A Class,2018,20260,Automatic,6401,Petrol,145,53.3,1.3
583, A Class,2019,20890,Semi-Auto,6588,Diesel,145,65.7,1.5
584, A Class,2019,18138,Automatic,15356,Diesel,145,65.7,1.5
585, A Class,2018,19480,Semi-Auto,16548,Diesel,145,65.7,1.5
586, A Class,2019,23480,Semi-Auto,13322,Diesel,145,67.3,1.5
587, A Class,2017,17981,Semi-Auto,24315,Petrol,150,52.3,1.6
588, A Class,2016,14312,Manual,27925,Petrol,150,50.4,1.6
589, A Class,2018,16552,Semi-Auto,14230,Diesel,150,74.3,1.5
590, A Class,2019,18480,Semi-Auto,17945,Diesel,145,65.7,1.5
591, A Class,2019,17980,Semi-Auto,17842,Diesel,145,65.7,1.5
592, A Class,2019,18480,Semi-Auto,18447,Diesel,145,65.7,1.5
593, A Class,2019,22480,Semi-Auto,14469,Diesel,145,67.3,1.5
594, A Class,2019,18480,Semi-Auto,20973,Diesel,145,65.7,1.5
595, A Class,2015,15481,Semi-Auto,33000,Diesel,20,64.2,2.1
596, A Class,2018,21526,Semi-Auto,11716,Petrol,150,53.3,1.3
597, A Class,2017,17192,Semi-Auto,31611,Diesel,20,74.3,1.5
598, A Class,2017,18480,Manual,15071,Diesel,145,80.7,1.5
599, A Class,2017,15280,Manual,24767,Diesel,145,65.7,2.1
600, A Class,2016,13995,Semi-Auto,66000,Diesel,20,68.9,2.1
601, A Class,2016,17250,Semi-Auto,14000,Petrol,125,52.3,1.6
602, A Class,2014,11250,Semi-Auto,58500,Diesel,30,65.7,1.5
603, A Class,2016,15096,Manual,40576,Diesel,30,62.8,2.1
604, A Class,2020,23980,Semi-Auto,16,Diesel,145,56.5,2.0
605, A Class,2020,24980,Manual,16,Petrol,145,45.6,1.3
606, A Class,2019,23980,Semi-Auto,9,Diesel,145,65.7,1.5
607, A Class,2019,24480,Semi-Auto,9,Diesel,145,67.3,1.5
608, A Class,2019,23980,Semi-Auto,9,Petrol,145,28.5,1.3
609, A Class,2017,31980,Semi-Auto,28210,Petrol,145,40.9,2.0
610, A Class,2019,31980,Semi-Auto,4309,Petrol,145,35.8,2.0
611, A Class,2020,26980,Semi-Auto,9,Petrol,145,53.3,1.3
612, A Class,2019,26980,Semi-Auto,16,Petrol,145,28.5,2.0
613, A Class,2019,22480,Semi-Auto,16,Petrol,145,53.3,1.3
614, A Class,2019,22980,Semi-Auto,16,Diesel,145,56.5,2.0
615, A Class,2019,23979,Semi-Auto,16,Diesel,145,56.5,2.0
616, A Class,2019,24980,Manual,16,Petrol,145,47.1,1.3
617, A Class,2016,17298,Manual,31879,Petrol,200,41.5,2.0
618, A Class,2019,18991,Semi-Auto,18576,Diesel,150,65.7,1.5
619, A Class,2014,13490,Semi-Auto,41136,Diesel,20,64.2,2.1
620, A Class,2017,16249,Automatic,32396,Diesel,20,68.9,2.1
621, A Class,2014,11995,Semi-Auto,35214,Petrol,125,52.3,1.6
622, A Class,2019,24980,Semi-Auto,9,Petrol,145,53.3,1.3
623, A Class,2019,25480,Semi-Auto,16,Diesel,145,65.7,1.5
624, A Class,2019,25480,Semi-Auto,16,Petrol,145,28.5,1.3
625, A Class,2020,26980,Semi-Auto,9,Diesel,145,56.5,2.0
626, A Class,2020,26980,Semi-Auto,9,Diesel,145,56.5,2.0
627, A Class,2018,22980,Semi-Auto,5999,Diesel,145,65.7,1.5
628, A Class,2020,24980,Manual,16,Petrol,145,28.5,1.3
629, A Class,2019,23980,Semi-Auto,16,Diesel,145,65.7,1.5
630, A Class,2019,26980,Semi-Auto,16,Petrol,145,28.5,2.0
631, A Class,2019,25480,Semi-Auto,16,Diesel,145,56.5,2.0
632, A Class,2019,26980,Semi-Auto,16,Petrol,145,28.5,2.0
633, A Class,2019,26980,Semi-Auto,16,Petrol,145,28.5,2.0
634, A Class,2019,23480,Semi-Auto,10191,Diesel,145,67.3,1.5
635, A Class,2020,26980,Manual,16,Petrol,145,44.8,1.3
636, A Class,2020,26980,Manual,16,Petrol,145,44.1,1.3
637, A Class,2020,23980,Manual,16,Petrol,145,47.1,1.3
638, A Class,2015,13680,Manual,45376,Diesel,20,72.4,1.5
639, A Class,2019,23980,Semi-Auto,2555,Petrol,145,47.9,1.3
640, A Class,2019,20280,Semi-Auto,13191,Diesel,145,65.7,1.5
641, A Class,2020,27980,Semi-Auto,16,Diesel,145,56.5,2.0
642, A Class,2020,49980,Semi-Auto,16,Petrol,145,32.8,2.0
643, A Class,2020,24480,Manual,16,Petrol,145,47.1,1.3
644, A Class,2019,20780,Semi-Auto,8043,Diesel,145,65.7,1.5
645, A Class,2019,20480,Semi-Auto,9411,Diesel,145,65.7,1.5
646, A Class,2018,21480,Semi-Auto,10048,Diesel,145,67.3,1.5
647, A Class,2019,24480,Semi-Auto,16,Diesel,145,67.3,1.5
648, A Class,2019,22980,Semi-Auto,9,Diesel,145,65.7,1.5
649, A Class,2018,23780,Semi-Auto,7939,Petrol,145,53.3,1.3
650, A Class,2019,20480,Semi-Auto,10859,Diesel,145,65.7,1.5
651, A Class,2019,19980,Semi-Auto,14430,Diesel,145,65.7,1.5
652, A Class,2019,22980,Semi-Auto,14814,Diesel,145,67.3,1.5
653, A Class,2019,20980,Semi-Auto,8655,Diesel,145,68.9,1.5
654, A Class,2019,25980,Semi-Auto,200,Petrol,145,53.3,1.3
655, A Class,2019,21980,Semi-Auto,4015,Diesel,145,65.7,1.5
656, A Class,2020,23980,Manual,287,Petrol,145,45.6,1.3
657, A Class,2020,25980,Semi-Auto,942,Diesel,145,56.5,2.0
658, A Class,2019,18480,Semi-Auto,17551,Diesel,145,65.7,1.5
659, A Class,2019,20480,Semi-Auto,10247,Diesel,145,65.7,1.5
660, A Class,2019,18480,Semi-Auto,17131,Diesel,145,65.7,1.5
661, A Class,2018,21780,Semi-Auto,11034,Diesel,145,67.3,1.5
662, A Class,2013,11490,Semi-Auto,16139,Petrol,125,52.3,1.6
663, A Class,2019,20990,Semi-Auto,15762,Diesel,145,67.3,1.5
664, A Class,2017,15718,Manual,32365,Petrol,125,51.4,1.6
665, A Class,2014,16860,Automatic,20011,Petrol,145,45.6,2.0
666, A Class,2017,12750,Manual,60294,Diesel,20,68.9,1.5
667, A Class,2019,18990,Semi-Auto,8831,Diesel,145,65.7,1.5
668, A Class,2017,15637,Manual,19733,Petrol,125,51.4,1.6
669, A Class,2015,11195,Manual,42830,Diesel,20,72.4,1.5
670, A Class,2013,13595,Semi-Auto,48000,Petrol,160,44.1,2.0
671, A Class,2019,20998,Semi-Auto,3720,Petrol,150,28.5,1.3
672, A Class,2018,20370,Semi-Auto,14729,Petrol,145,53.3,1.3
673, A Class,2017,14500,Manual,53901,Diesel,20,68.9,1.5
674, A Class,2014,11595,Semi-Auto,40000,Diesel,20,68.9,1.5
675, A Class,2017,15000,Manual,34449,Petrol,150,51.4,1.6
676, A Class,2018,26995,Semi-Auto,29724,Petrol,145,40.9,2.0
677, A Class,2017,16565,Semi-Auto,18398,Petrol,145,53.3,1.6
678, A Class,2018,17291,Manual,17250,Petrol,145,51.4,1.6
679, A Class,2014,13290,Semi-Auto,48621,Diesel,20,68.9,2.1
680, A Class,2018,15095,Manual,13000,Petrol,145,51.4,1.6
681, A Class,2013,9995,Manual,74125,Diesel,20,72.4,1.5
682, A Class,2017,13990,Semi-Auto,61647,Diesel,20,74.3,1.5
683, A Class,2015,13046,Manual,43531,Diesel,20,70.6,1.5
684, A Class,2019,25980,Semi-Auto,5666,Diesel,145,67.3,1.5
685, A Class,2019,22980,Semi-Auto,14983,Diesel,145,67.3,1.5
686, A Class,2019,24980,Semi-Auto,249,Diesel,145,56.5,2.0
687, A Class,2013,10090,Manual,45130,Petrol,145,49.6,1.6
688, A Class,2019,19250,Semi-Auto,14666,Diesel,145,68.9,1.5
689, A Class,2019,23880,Semi-Auto,6515,Petrol,145,53.3,1.3
690, A Class,2017,18495,Semi-Auto,15734,Diesel,145,68.9,2.1
691, A Class,2015,22995,Semi-Auto,37500,Petrol,200,40.9,2.0
692, A Class,2016,18995,Semi-Auto,26251,Diesel,20,68.9,2.1
693, A Class,2016,11999,Semi-Auto,51831,Petrol,125,53.3,1.6
694, A Class,2018,16130,Manual,18570,Diesel,145,68.9,1.5
695, A Class,2016,15277,Semi-Auto,46473,Diesel,20,74.3,1.5
696, A Class,2019,18480,Semi-Auto,18086,Diesel,145,65.7,1.5
697, A Class,2019,19480,Semi-Auto,10969,Diesel,145,68.9,1.5
698, A Class,2017,14295,Manual,25945,Diesel,150,72.4,1.5
699, A Class,2018,20995,Semi-Auto,14900,Petrol,145,53.3,1.3
700, A Class,2018,20999,Semi-Auto,8551,Petrol,145,53.3,1.3
701, A Class,2017,16495,Semi-Auto,14427,Petrol,145,53.3,1.6
702, A Class,2020,29995,Semi-Auto,2000,Petrol,145,40.9,2.0
703, A Class,2019,26250,Automatic,499,Petrol,145,53.3,1.3
704, A Class,2019,24999,Automatic,1720,Petrol,145,53.3,1.3
705, A Class,2019,24999,Automatic,2163,Petrol,145,53.3,1.3
706, A Class,2016,16896,Manual,11633,Diesel,20,68.9,1.5
707, A Class,2017,15361,Manual,29941,Diesel,30,62.8,2.1
708, A Class,2013,10241,Manual,54587,Diesel,30,62.8,1.8
709, A Class,2015,15500,Semi-Auto,33330,Diesel,20,68.9,2.1
710, A Class,2019,24050,Semi-Auto,8118,Petrol,145,53.3,1.3
711, A Class,2019,19980,Semi-Auto,16675,Diesel,145,68.9,1.5
712, A Class,2019,19250,Semi-Auto,14965,Diesel,145,68.9,1.5
713, A Class,2014,9853,Manual,63381,Diesel,30,62.8,1.8
714, A Class,2019,22980,Semi-Auto,14868,Diesel,145,67.3,1.5
715, A Class,2016,14980,Manual,38014,Diesel,30,65.7,2.1
716, A Class,2018,19500,Automatic,10412,Petrol,145,53.3,1.3
717, A Class,2018,20750,Automatic,10236,Petrol,145,53.3,1.3
718, A Class,2018,20995,Semi-Auto,9654,Petrol,145,53.3,1.3
719, A Class,2019,27995,Semi-Auto,1989,Petrol,150,45.6,2.0
720, A Class,2017,27750,Automatic,17726,Petrol,145,40.9,2.0
721, A Class,2017,18995,Semi-Auto,23130,Diesel,20,68.9,2.1
722, A Class,2017,15995,Semi-Auto,38530,Diesel,145,68.9,2.1
723, A Class,2018,19250,Automatic,12451,Diesel,145,68.9,1.5
724, A Class,2018,18995,Automatic,10064,Diesel,145,65.7,1.5
725, A Class,2019,24250,Automatic,3981,Petrol,145,53.3,1.3
726, A Class,2016,16500,Automatic,28507,Diesel,20,68.9,2.1
727, A Class,2018,16750,Manual,20536,Petrol,150,49.6,1.6
728, A Class,2018,19750,Automatic,9805,Petrol,145,53.3,1.3
729, A Class,2019,22799,Manual,999,Petrol,145,47.1,1.3
730, A Class,2017,14500,Semi-Auto,31308,Petrol,125,53.3,1.6
731, A Class,2018,19995,Automatic,6419,Diesel,145,65.7,1.5
732, A Class,2017,17500,Automatic,26986,Diesel,145,74.3,1.5
733, A Class,2019,25495,Manual,1001,Petrol,145,47.1,1.3
734, A Class,2017,13495,Manual,30000,Petrol,150,51.4,1.6
735, A Class,2019,20001,Semi-Auto,3900,Petrol,145,28.5,1.3
736, A Class,2017,16300,Manual,25652,Diesel,30,62.8,2.1
737, A Class,2016,14606,Manual,51398,Diesel,20,68.9,1.5
738, A Class,2019,23904,Automatic,1963,Diesel,145,56.5,2.0
739, A Class,2019,33995,Automatic,1550,Petrol,145,35.3,2.0
740, A Class,2015,11281,Manual,49316,Diesel,30,64.2,2.1
741, A Class,2016,17000,Semi-Auto,21067,Diesel,20,68.9,2.1
742, A Class,2014,12360,Automatic,24632,Diesel,20,68.9,2.1
743, A Class,2017,29750,Semi-Auto,14892,Petrol,200,40.9,2.0
744, A Class,2018,16991,Manual,13324,Petrol,145,51.4,1.6
745, A Class,2017,14295,Manual,21899,Petrol,125,51.4,1.6
746, A Class,2017,14891,Manual,24945,Diesel,20,72.4,1.5
747, A Class,2014,11995,Manual,41737,Diesel,20,70.6,1.5
748, A Class,2016,20152,Semi-Auto,19391,Petrol,200,42.8,2.0
749, A Class,2019,21250,Manual,5132,Petrol,145,47.1,1.3
750, A Class,2020,26325,Semi-Auto,1550,Petrol,145,28.5,1.3
751, A Class,2020,26375,Semi-Auto,1550,Petrol,145,28.5,1.3
752, A Class,2019,20160,Manual,10472,Petrol,145,47.1,1.3
753, A Class,2020,27346,Semi-Auto,1550,Petrol,145,53.3,1.3
754, A Class,2020,26841,Semi-Auto,2284,Petrol,145,53.3,1.3
755, A Class,2020,27791,Semi-Auto,4158,Diesel,145,65.7,1.5
756, A Class,2019,19746,Automatic,10263,Diesel,145,68.9,1.5
757, A Class,2016,17382,Semi-Auto,29486,Diesel,20,68.9,2.1
758, A Class,2017,15892,Manual,29785,Diesel,145,68.9,1.5
759, A Class,2015,12790,Semi-Auto,28445,Diesel,20,68.9,1.5
760, A Class,2020,24490,Manual,800,Petrol,145,28.5,1.3
761, A Class,2019,19990,Manual,11500,Petrol,145,28.5,1.3
762, A Class,2019,19490,Semi-Auto,13845,Diesel,145,68.9,1.5
763, A Class,2019,19490,Automatic,15221,Diesel,145,68.9,1.5
764, A Class,2019,26991,Manual,1998,Petrol,150,47.1,1.3
765, A Class,2016,16232,Manual,15048,Petrol,145,49.6,1.6
766, A Class,2016,12790,Semi-Auto,54803,Diesel,20,74.3,1.5
